Total_population,Median_age,BachelorsDeg_or_higher,Unemployment_rate,Per_capita_income,Total_households,Average_household_size,Owner_occupied_housing,Renter_occupied_housing,Vacant_housing,Median_home_value,Population_growth,House_hold_growth,Per_capita_income_growth,Winner
52750,38,14.7,7.6,18921,20244,2.57,63.4,22.7,13.9,96320,0.37,0.49,0.97,Republican
22155,48.2,24.3,5.8,23304,9619,2.28,42.6,12.7,44.7,151317,0.86,1.01,0.96,Republican
130183,31.9,14.7,12.5,17906,43565,2.96,64,21.7,14.2,123080,0.78,0.83,0.65,Republican
17106,36.9,15.7,10.5,16706,6187,2.67,67.3,13.8,18.9,109087,-0.56,-0.49,1.18,Republican
1976256,36.6,21.7,15.2,26761,729385,2.68,50.7,35.9,13.5,146825,1.95,1.9,2.84,Democrat
55291,40,23.6,11.9,26967,21127,2.46,56.5,33.8,9.8,181777,-0.17,-0.23,2.75,Republican
953,49.3,9.9,3,24918,481,1.97,35.9,18.4,45.7,69429,-0.42,-0.25,0.36,Republican
1638,41.4,14.2,7.9,21332,656,2.48,43.5,15.5,41,81316,1.27,1.28,2.59,Republican
4829,42.5,19.5,12.4,19594,1796,2.49,53.2,17.8,29,98131,1.76,1.86,2.24,Republican
4674,46.2,13.5,15.6,22249,2060,2.22,49,18.9,32.1,75439,-0.78,-0.7,2.56,Republican
6296,35.4,11.6,12.2,21954,1800,2.71,51.8,22.8,25.4,91165,-0.58,-0.79,2.54,Republican
299469,39.1,37.7,6.6,29879,123002,2.29,52.6,38.8,8.7,194850,-0.03,0.02,3.11,Democrat
1390745,32,17.9,18.8,17517,480409,2.79,18,74.2,7.8,335081,0.41,0.39,2.94,Democrat
62952,43.8,27.9,7.2,27291,25323,2.39,55.2,23.1,21.7,164728,-0.56,-0.48,3.02,Democrat
296856,38.4,32,7.8,31056,105816,2.63,63.5,29,7.5,252981,0.07,0.08,2.67,Democrat
1643382,37.7,57.6,10,51818,776506,2.03,18.5,71.3,10.2,628180,0.46,0.44,3.91,Democrat
213897,41,21.6,9.4,24729,87175,2.4,61.2,26.9,12,133804,-0.29,-0.18,2.9,Democrat
386178,35.9,27.8,8.6,27922,129629,2.87,61.9,30.6,7.5,232970,0.76,0.78,2.52,Democrat
62541,40.1,27,8.2,21294,23763,2.39,56.4,21.3,22.3,122703,-0.54,-0.5,2.8,Democrat
155936,39.6,28.8,7.6,26635,61947,2.43,56.7,31,12.3,180699,0.08,0.14,2.79,Democrat
151809,41.6,31.9,7.5,27167,61125,2.41,57.6,30.9,11.5,173466,0.4,0.39,2.87,Democrat
489884,37.5,28.1,9,30772,173061,2.78,59.5,34.9,5.6,382537,0.8,0.82,2.75,Democrat
1492400,39.3,32.5,7.7,34713,492453,2.97,69.9,18.3,11.8,331897,0.29,0.29,2.26,Democrat
76773,41.7,21.3,8.9,23545,29652,2.42,40,18.9,41.1,145198,-0.11,0.04,3.07,Democrat
184990,40.8,30.7,8.3,26588,71063,2.44,58.2,27.7,14.2,211313,0.04,0.1,3.1,Democrat
49592,36.6,21.2,9.3,19196,17981,2.48,51.1,18.5,30.4,90865,-0.21,-0.12,2.65,Republican
88051,40.2,23.1,9.8,23052,34627,2.38,61.9,28.5,9.6,110677,-0.37,-0.19,2.93,Republican
46546,45.3,17.4,8.9,21252,19015,2.33,47.7,15.7,36.6,119647,-0.53,-0.43,2.82,Republican
58231,40.1,20,5.9,23052,22330,2.54,65.7,24.8,9.6,128141,-0.43,-0.25,2.62,Republican
49557,42.2,20.9,8,23105,19165,2.38,47.6,18.4,34,144465,-0.24,-0.17,2.92,Republican
26244,39.4,14.7,8.1,18437,10030,2.59,47.7,14.3,38,105861,-0.31,-0.18,2.38,Republican
64307,36.3,20,8.1,22886,22420,2.57,66.1,23,10.9,134996,-0.09,-0.03,2.66,Republican
42519,35.7,16.6,9.9,21114,15180,2.61,64.2,21.4,14.3,102304,-0.31,-0.26,2.54,Republican
31856,41.5,21.5,7.6,22107,12390,2.43,54.8,18.3,26.9,158488,-0.01,0.1,2.79,Republican
50862,41,24.1,8.1,23127,19806,2.54,69.2,20.2,10.6,135466,-0.23,-0.12,2.86,Republican
92103,39.5,21.1,7.9,24432,35358,2.56,67.6,19.9,12.6,131260,-0.19,-0.03,2.91,Republican
24821,40.3,22.6,6.1,20198,9099,2.57,55,17.1,28,123111,-0.4,-0.39,2.47,Republican
101953,40.3,13.8,13.2,20626,39391,2.53,62.7,23,14.3,101497,-0.23,-0.17,1.84,Democrat
1148954,34.2,35.9,10.6,28542,474721,2.37,49.3,39,11.8,131161,0.72,0.77,2.3,Democrat
838497,37.3,32.5,11.7,28664,341738,2.39,51.4,35.9,12.6,123388,0.39,0.38,2.47,Democrat
443317,37.1,23.4,14.9,25214,180174,2.4,56.8,31.8,11.4,94051,-0.37,-0.29,2.44,Democrat
40689,45.1,19.4,13.8,26435,16771,2.39,48.3,12.2,39.5,115828,-0.19,-0.06,2.08,Democrat
158263,35.9,25.3,11.5,25821,60614,2.48,64.3,27.3,8.4,132360,0.18,0.36,2.27,Democrat
60975,39.7,14.7,11.1,23784,23971,2.5,67.5,23.1,9.4,107492,-0.17,-0.05,2.06,Democrat
545821,39.8,29.9,12.1,27923,222073,2.41,62.6,27.9,9.5,113885,-0.14,-0.06,2.38,Democrat
55765,38.4,19.5,12.6,21446,21014,2.53,68.6,23.2,8.2,118515,0.57,0.68,2.03,Republican
47312,38.8,16.3,10.1,24505,18041,2.56,70.8,20.7,8.5,111282,0.14,0.25,2.05,Republican
45652,37.8,11.3,13.6,21147,17108,2.64,68.2,18.3,13.6,109118,0.32,0.41,2.08,Republican
201460,36.6,25.1,11.3,28307,76044,2.63,68.5,24.4,7.1,144022,0.96,1.05,2.22,Republican
52444,40.1,12.5,11.1,22037,20554,2.51,69.3,22.1,8.6,111464,-0.21,-0.1,2.08,Republican
144870,38.4,24.7,10.6,27566,54467,2.61,69.9,22.4,7.7,160759,0.97,1.06,2.21,Republican
96200,41.6,37.1,7.6,35035,34120,2.79,81.1,12.8,6.1,178642,0.2,0.3,2.07,Republican
75767,38.1,25.6,9.8,26528,30880,2.38,66.6,25.7,7.8,118019,0.22,0.43,2.24,Republican
31976,34.5,14.3,11.7,19836,11951,2.47,64,25.1,10.9,88315,-0.17,-0.09,1.96,Republican
29114,38.9,13.5,13.7,22468,11131,2.56,72.1,18.3,9.6,103596,-0.15,-0.05,1.88,Republican
29043,40.5,12.4,11.6,19659,11378,2.48,64.9,21.7,13.4,95132,0.19,0.31,1.84,Republican
62396,40.8,13.1,8.4,18422,25454,2.43,65.4,23.1,11.5,90239,0.03,0.17,2.08,Republican
162628,39.2,22.2,10.5,25938,62602,2.54,67.3,24.1,8.6,129733,0.7,0.75,2.24,Republican
176919,39.1,29,8.8,30139,65432,2.68,75.9,18.6,5.5,171826,1.04,1.17,2.58,Republican
101583,40,19.8,12,26339,40170,2.49,66.2,26.3,7.6,124131,0.16,0.24,2.23,Republican
14295,44.4,10.6,12.1,18771,5819,2.43,63.4,15.8,20.7,75286,-0.61,-0.48,1.77,Republican
14646,42,11.5,14.3,17640,5967,2.42,56.4,16.4,27.2,81667,-0.27,-0.12,1.87,Republican
85714,38.8,15.7,13,20884,33047,2.52,65.1,24.8,10.1,95665,-0.01,0,1.84,Republican
19470,39,9.9,12.4,21941,7688,2.52,73.5,15.2,11.3,86694,-0.53,-0.25,2.11,Republican
35526,37.6,8.8,14.5,18807,13227,2.66,70.2,19.2,10.6,85580,0.42,0.5,1.69,Republican
49437,37,15.7,12.4,23703,18631,2.62,67.6,24,8.4,118775,0.3,0.43,1.94,Republican
13311,37.8,7.9,15.2,17479,5187,2.54,65.2,19.3,15.5,78351,0.01,0.12,2.07,Republican
218448,36.2,33.1,9.7,33257,78147,2.71,72.6,20.8,6.6,199843,2.04,2.12,2.21,Republican
61607,42.2,18.3,8.7,21701,24867,2.4,65.7,21.6,12.7,94481,-0.34,-0.24,2.08,Republican
5794,43.5,17.3,4.3,18366,2066,2.27,59.1,13.9,27,46506,-0.66,-0.78,1.36,Republican
5669,41.6,17.9,2.9,20270,2181,2.56,61.7,16.7,21.6,79815,-0.38,-0.38,0.45,Republican
19877,39.1,18.1,7,18586,8116,2.4,57.8,24.1,18,84221,0.88,0.97,0.99,Republican
29485,37.6,16.7,8,15863,10807,2.6,58.8,21.7,19.5,64583,-0.32,-0.29,1,Republican
14925,41.7,11.9,8.3,14927,6153,2.39,54,22.4,23.6,63269,-0.36,-0.28,1.14,Republican
249459,33.7,30.2,6.4,25884,96256,2.49,61.7,30.9,7.3,127897,1.83,1.94,1.89,Republican
5821,40.4,12.7,8.4,14318,2299,2.5,63.2,21.7,15.1,58421,-0.43,-0.42,1.28,Republican
26408,33.4,26.2,5.8,19234,10422,2.41,53.9,31.4,14.7,98000,0.3,0.4,0.95,Republican
4524,45.8,16.9,4.2,18609,1904,2.31,59.1,16.1,24.9,62398,-0.55,-0.47,1.08,Republican
51819,38.8,16.8,7.4,19639,20037,2.54,66.3,21.8,11.9,89347,1.21,1.3,0.73,Republican
3277,47.2,19.7,2.8,21325,1410,2.29,59.4,16.2,24.4,57857,-0.76,-0.68,0.64,Republican
13624,41.5,11.6,9.6,15556,5136,2.4,59.6,19.4,21.1,56473,-0.38,-0.38,1.26,Republican
25401,34,21.1,6.2,19413,9587,2.59,46.6,31,22.4,81541,-1.25,-1.23,0.64,Republican
6384,41.9,12.8,8.5,15588,2551,2.37,55.3,19.5,25.2,50621,-0.65,-0.66,1.05,Republican
10408,40.6,16,7.2,15932,4047,2.51,58.9,21.2,19.9,64625,-0.21,-0.18,1.14,Republican
10524,39.6,14,12.5,15651,3951,2.5,59.3,20.3,20.4,68790,0.21,0.32,1.21,Republican
32462,40.4,13,7.3,18109,12497,2.56,68.1,17.6,14.4,78825,-0.05,0.02,0.83,Republican
33836,38.6,13,12.1,16272,13256,2.51,59.2,21.9,18.8,70257,-0.2,-0.1,1.14,Republican
19895,48.2,15.5,8.3,19170,8375,2.34,48.3,13.2,38.5,85408,0.03,0.09,1.24,Republican
14692,44.6,13.7,6.8,17506,6034,2.39,48.7,13.1,38.2,80574,0.69,0.72,1.1,Republican
11199,40.5,16,6.4,20705,4480,2.44,64.9,21.5,13.5,77518,-0.2,-0.13,0.71,Republican
11153,40.7,11.1,11.4,15214,4061,2.48,58.1,18.6,23.3,63555,-0.6,-0.59,1.09,Republican
724828,35.6,28.5,7.3,24151,292369,2.42,53.5,35.7,10.7,103797,0.98,0.98,1.3,Republican
39493,38.7,13.3,9.6,17214,15281,2.52,61.7,24,14.3,67586,-0.13,-0.13,0.84,Republican
46470,40.8,16.8,8.7,20366,17593,2.55,69.9,17.5,12.6,81958,0.22,0.28,0.63,Republican
3479,44.6,16,3.6,19639,1480,2.33,62.3,17.3,20.3,75795,0.63,0.76,0.8,Republican
41724,38.9,13.1,11.3,17088,16076,2.56,63,21.2,15.8,82988,0.38,0.46,0.94,Republican
72715,38,17.7,6.7,23676,27187,2.67,72.2,17.4,10.5,121503,1.86,1.98,1.67,Republican
50820,42.3,28.8,6.2,25182,21227,2.36,66,23.6,10.4,96479,0.59,0.67,0.68,Republican
19981,38.7,17.7,7.4,20172,7633,2.44,62.1,24.5,13.5,90133,0.52,0.64,0.87,Republican
45517,48.6,24.3,10.8,23032,19894,2.26,45.5,23,31.5,217072,-0.12,-0.09,2.5,Democrat
732144,36.8,36.4,11.2,28778,302217,2.37,52.5,40.4,7.1,257645,1.31,1.34,2.71,Democrat
25738,47.4,20.6,7.8,22719,10868,2.32,43.1,16.5,40.3,214060,-0.04,-0.02,2.27,Democrat
21589,53.9,19.6,9.9,21880,9891,2.15,58.2,21.2,20.6,200532,-0.71,-0.64,2.59,Republican
7485,45,18.3,8.5,20351,3096,2.36,57.1,20,22.9,135544,-0.58,-0.52,2.51,Republican
21828,36.4,16.4,16.3,19242,7753,2.8,58.1,23.1,18.8,170224,0.61,0.62,2.31,Republican
7363,46.4,18.2,7.9,19404,3122,2.34,50.5,22.1,27.4,114393,-0.16,-0.06,2.41,Republican
115948,39.1,15.8,14.3,21662,44525,2.58,61.7,28.9,9.4,197235,1.29,1.3,2.41,Republican
24117,41.9,18.4,8.3,21660,9526,2.48,60.5,27.8,11.8,167826,0.02,0.02,2.32,Republican
1562,53.3,14.6,4.9,19025,663,2.31,55.8,20.8,23.4,138542,0.11,0.15,2.57,Republican
629627,40.5,35.1,8.5,36526,234075,2.65,73.7,22.2,4.1,287725,0.13,0.21,2.12,Democrat
259828,40.5,26.6,9.2,27596,106907,2.37,58.8,31.9,9.3,158187,0.31,0.35,2.64,Democrat
346455,41,27.4,10.5,27550,135680,2.48,64.1,29.9,5.9,185356,1.07,1.1,2.65,Democrat
299767,41.4,26.3,10.1,27114,115293,2.5,68.7,25.7,5.6,193487,0.65,0.72,2.51,Democrat
68991,44,13.3,10.3,19802,28563,2.38,66.6,20.4,12.9,99735,-0.51,-0.35,2.28,Republican
174138,44.3,19.4,9.6,23621,70687,2.4,66.4,22.9,10.7,130099,-0.46,-0.39,2.28,Republican
410288,40.2,22.7,10.2,25521,155225,2.55,68.3,24.8,6.9,171398,0.61,0.63,2.44,Republican
125955,42.4,17.3,8.7,21251,51247,2.38,66.3,25.4,8.3,115958,-0.26,-0.17,2.19,Republican
61966,42.1,18.6,8,20631,24748,2.46,62.4,20.7,17,121894,-0.18,-0.06,2.36,Republican
63859,44,14,11.5,21916,26321,2.39,58.5,16.9,24.6,137886,0.7,0.82,2.24,Republican
146264,29.8,42.5,7.5,23048,53733,2.4,53.7,36.4,9.9,176092,0.35,0.5,2.57,Republican
40499,39.8,19.3,10.2,19024,16181,2.4,57.4,22.5,20.1,114741,-0.15,-0.03,2.21,Republican
234508,41.2,33.1,7.4,29104,93304,2.36,69.1,26.2,4.7,182689,0.82,0.98,2.56,Republican
147089,41.2,18.8,9.2,24049,59167,2.44,69.5,24.9,5.7,151890,1.14,1.28,2.28,Republican
45533,40.2,15.5,8.8,19421,17021,2.38,57.9,17.4,24.6,117844,-0.1,0.02,2.15,Republican
45343,42.9,14.8,10.2,19739,18539,2.39,61.5,19.1,19.5,103635,-0.19,-0.08,2.32,Republican
509865,38.2,24,8.2,25526,190998,2.6,66.9,28.2,5,190581,0.62,0.74,2.5,Republican
43660,41.2,17.6,11.7,21113,17224,2.35,59.3,20.6,20.1,96419,-0.62,-0.56,2.16,Republican
17962,43,22.9,9.3,24466,7119,2.39,64.5,24.4,11.1,141297,-0.23,-0.15,2.61,Republican
17495,41.9,12.8,10.8,19741,6932,2.48,41,12.3,46.7,109743,-0.69,-0.58,2.13,Republican
38244,40.1,16.4,8.2,20152,14249,2.53,67.8,21.3,10.9,141119,0,0.12,2.15,Republican
78485,43.3,14,9.2,19348,30829,2.4,62.4,18.2,19.5,108172,-0.39,-0.31,2.15,Republican
6264,47.2,16.4,8.7,20436,2588,2.23,33.3,8.5,58.2,124198,-0.61,-0.5,2.37,Republican
41231,43.2,16.6,8.6,19813,16558,2.46,57,15.1,27.9,127297,-0.34,-0.2,2.18,Republican
40779,41.4,17.9,9.3,19339,16134,2.42,57.1,18.3,24.5,118014,-0.17,-0.06,2.24,Republican
434017,40.9,22.3,9.6,26076,170845,2.49,70.4,22.9,6.7,169766,1,1.08,2.43,Republican
80527,41.6,45.6,13.5,35040,33533,2.34,50.3,32.3,17.5,280526,-0.63,-0.62,2.67,Democrat
23224,37,13.5,19.4,18579,9105,2.52,63.8,20.5,15.7,68120,0.02,0.12,1.69,Democrat
15660,42.4,16.2,14.1,21071,6389,2.43,70.3,13.4,16.3,83209,-0.3,-0.11,1.76,Democrat
30941,36.1,11,17.1,16050,11550,2.64,59.9,23.1,17,69208,0.14,0.26,1.77,Democrat
21122,36.9,11.7,16.4,17325,7502,2.59,62.5,17.6,19.9,67976,-0.06,0.03,1.69,Democrat
34336,37.4,11.8,21.3,16823,13199,2.58,60.9,22.2,16.9,72337,-0.3,-0.18,1.72,Democrat
28995,36.9,10.1,20.3,15801,9960,2.55,58.3,23.7,18.1,63241,-0.54,-0.52,1.57,Democrat
91486,37.3,18.8,17.6,18310,34724,2.52,62.2,20.3,17.5,80404,-0.16,-0.05,1.65,Democrat
380494,33.9,36.5,12.1,25952,146049,2.39,55.5,34.3,10.2,132590,1.69,1.95,1.93,Democrat
25916,39.2,14.7,15.8,18825,10162,2.47,66.4,16.4,17.1,81229,-0.22,-0.15,1.38,Republican
188227,40,18.1,13,21750,74685,2.48,66.3,20.6,13.1,101597,1.35,1.38,1.43,Republican
163012,41.3,35.9,9.6,31771,64258,2.45,53.1,19.4,27.5,260494,2.58,2.8,2.12,Republican
43753,38.8,11.4,20.5,17644,17310,2.49,64,19.8,16.2,74601,0.02,0.13,1.47,Republican
26391,37.7,14.3,11.7,19334,8956,2.61,70.3,17.2,12.5,98419,0.42,0.58,1.59,Republican
136016,38,21.3,14.2,20994,51151,2.58,65,24.1,11,94825,0.8,0.82,1.53,Republican
64020,43.2,22.7,12.5,23332,25472,2.49,59.1,13.8,27.2,117637,0.91,1.04,1.74,Republican
71133,39.3,13.6,14.4,19173,26957,2.54,64.2,18.9,16.9,88995,0.15,0.17,1.37,Republican
28233,41.4,11.4,19,19922,11703,2.38,65.3,20,14.7,71455,-0.55,-0.43,1.57,Republican
6006,27.3,15.1,23.6,11278,1912,3.09,48.2,38.1,13.6,57273,-0.42,-0.34,1.49,Democrat
2593,26.1,14.8,19.4,8801,782,3.32,50.8,33.7,15.6,70000,-0.72,-0.6,2.47,Democrat
16013,43.4,21.8,3.2,20490,6985,2.23,58,26.6,15.4,85511,0.23,0.4,1.4,Republican
7233,41.4,15.4,3.6,16509,2518,2.32,63.4,19.7,16.9,76121,-0.58,-0.6,1.58,Republican
7383,49.3,23.5,5.6,20185,3225,2.17,57.2,23.8,19,86174,-0.33,-0.19,1.56,Republican
4349,46.4,15,2.8,15700,1894,2.25,57.9,18.9,23.2,55972,-0.91,-0.75,1.66,Republican
3331,46.7,18.9,1.4,20660,1420,2.3,57.3,19.8,22.8,66507,-0.82,-0.66,1.77,Republican
1648,42.8,16.4,2.6,19376,682,2.36,63.3,24.1,12.7,63235,-0.06,0,1.33,Republican
2794,31.5,16.8,13.6,11925,915,3.03,49.5,27.2,23.3,52375,-0.69,-0.64,1.73,Republican
2610,51.3,14.4,2.4,15286,1125,2.26,63.5,13.3,23.2,43125,-1.06,-0.98,1.97,Republican
24937,35.1,20,5.6,20341,9405,2.57,54,24.1,21.9,114958,-0.51,-0.36,1.42,Republican
2578,45.6,16.3,3.1,18228,1134,2.22,61.9,18.5,19.6,50614,-1.11,-0.93,1.58,Republican
183620,34.8,30,5,26911,72396,2.44,61.8,32.9,5.3,142655,2.16,2.29,2.37,Republican
6565,38.9,20.8,7.7,20381,2580,2.51,65.1,23.9,11,95214,-0.18,-0.05,1.24,Republican
2497,44.4,14.9,2.3,19653,999,2.46,60.9,17,22.1,58750,-0.8,-0.67,1.55,Republican
2808,41,25.7,1.7,23840,1181,2.37,62.2,18.3,19.6,115022,-0.63,-0.43,1.37,Republican
1559,44,16.5,2.1,20093,652,2.39,53.9,16.5,29.5,85000,-0.87,-0.75,1.59,Republican
5805,41.9,16.5,3.9,16780,2378,2.4,58.9,19.4,21.7,66900,-1.32,-1.16,1.81,Republican
8720,43.2,17.1,3.2,20427,3528,2.41,67.8,19.5,12.7,90960,-0.29,-0.22,1.06,Republican
14810,38.9,30.6,4.1,27739,5948,2.47,69.6,23.7,6.7,110403,1.28,1.41,2.02,Republican
22208,38.8,27.1,4.5,20977,8477,2.38,63.3,27.3,9.4,111919,0.09,0.21,1.53,Republican
27911,37.6,9.5,15.1,16366,9615,2.49,60.8,21.2,18,79683,-0.11,0.02,1.71,Democrat
19268,37.2,13.7,18.2,17298,7556,2.52,59,30.2,10.8,87259,-0.4,-0.27,1.76,Democrat
74852,43.1,24,10.4,23598,31711,2.33,64.3,24.5,11.2,115563,0.51,0.58,1.34,Republican
13177,39.8,8.8,17.4,17224,4863,2.47,67.5,15.4,17.1,83140,0.57,0.73,1.62,Republican
99366,38.6,18.8,9.6,21810,39272,2.48,62.8,28.6,8.6,121123,1.31,1.39,1.31,Republican
28958,41.8,13.6,18.5,19265,11693,2.38,68,18.6,13.4,77624,-0.27,-0.18,1.33,Republican
41261,37.5,17.6,9.3,23669,15056,2.71,77.3,15.5,7.2,141994,0.98,1.07,2.45,Republican
16469,36.2,13.7,13.4,19509,6176,2.51,68.3,20.6,11.1,89942,0.42,0.51,1.16,Republican
32064,41.1,11.3,14,16229,13076,2.4,66.3,18.4,15.3,86682,0.35,0.52,1.72,Republican
35813,41.9,7.8,10.6,16727,15131,2.34,64,21,15,85591,0.73,0.89,1.78,Republican
52955,39.9,20.6,11.6,22165,21231,2.46,63.4,25.4,11.1,105370,0.74,0.84,1.32,Republican
14341,39.9,11.2,12.8,17566,5606,2.5,64.2,21.4,14.4,83820,-0.19,-0.18,1.26,Republican
11501,43.6,7.5,14.3,19069,4921,2.29,58,14.8,27.1,75446,-0.24,-0.13,1.7,Republican
42128,40.5,18.1,11.7,21063,16467,2.45,66.4,18.4,15.2,104073,0.2,0.34,1.33,Republican
49869,41,12.2,14.8,19501,20590,2.37,65.2,25.2,9.6,87713,0.47,0.58,1.24,Republican
29389,40.8,12.6,15,20979,11961,2.41,64.8,21.1,14.1,98419,-0.1,0.02,1.32,Republican
22949,41,9.9,15.7,17456,9468,2.41,71,14.3,14.8,90794,0.94,1.1,1.74,Republican
62975,39.9,16,12.4,21342,25683,2.42,66.8,25.4,7.8,113805,0.82,0.94,1.44,Republican
6740,42.7,13.1,17.6,13853,2839,2.32,63.8,17.4,18.8,65129,-0.08,0.08,2.11,Republican
26440,42.6,12,10.6,18437,11089,2.34,61,18.1,20.9,80844,0.37,0.52,1.76,Republican
58220,41.3,12.1,11.7,19611,24543,2.35,69.5,19,11.5,104139,0.61,0.76,1.46,Republican
27167,39.7,11.2,18.3,19778,11209,2.39,68.8,18.4,12.8,89340,0.51,0.63,1.44,Republican
8286,42.1,12.4,9.1,18236,3365,2.41,61.8,18.6,19.7,83462,0.1,0.21,1.44,Republican
52788,39.8,15.3,12.3,19894,20941,2.44,68.5,19.8,11.7,112118,1.46,1.59,1.44,Republican
18455,43,8.8,13,16042,7346,2.27,65.8,17,17.2,83196,0.01,0.17,1.89,Republican
436439,38.8,33,9.4,27757,184598,2.3,59.8,30.2,9.9,135087,1.29,1.43,1.76,Republican
7285,36.4,7,13.8,14900,2114,2.29,46.4,30.6,23,68742,-1.05,-1.45,1.9,Republican
41203,38.9,10.7,13.9,18410,16255,2.51,68.6,20.6,10.8,96544,0.12,0.21,1.47,Republican
33244,41.9,14.3,9.9,21497,13552,2.42,65,20.1,14.8,95608,0.66,0.77,1.37,Republican
47425,45.2,19.8,8.8,26648,19852,2.37,72.7,19.5,7.8,129890,1.75,1.89,1.68,Republican
25988,41.3,10.7,12.8,18740,10752,2.37,69.2,17.6,13.2,78011,0.33,0.44,1.49,Republican
4789,45,9.3,15.5,17513,2091,2.26,54.9,10.7,34.4,82200,-0.41,-0.25,1.91,Republican
73470,37.3,24.1,9.4,20086,29002,2.44,59.9,31.3,8.9,122513,1.66,1.68,1.46,Republican
67398,38.1,14,9,23218,25096,2.67,72,22.1,5.9,146134,1.66,1.75,2.19,Republican
266426,32.9,26.2,10.8,26726,100399,2.59,64.6,28.1,7.3,171111,2.99,3.14,2.06,Republican
87928,41.5,16,9,20782,34791,2.51,54.5,19.4,26.1,135664,1.73,1.73,1.27,Republican
13288,42.5,12.1,16.4,19052,5372,2.45,64.4,17,18.6,102200,0.35,0.41,1.33,Republican
156058,43.6,21.1,10.6,23298,67135,2.28,68.5,22.3,9.3,113599,0.09,0.27,1.61,Republican
162527,38.9,21.4,9.6,27186,62162,2.59,71.2,23.2,5.6,159027,1.99,2.1,2.12,Republican
62090,36.3,12.8,12.4,21685,22386,2.73,71.1,22.2,6.7,111363,1.25,1.36,1.45,Republican
8038,41.2,11.2,11.2,18829,3117,2.53,67.2,20.7,12.1,109309,0.7,0.75,1.39,Republican
121785,40.1,26.5,9.9,22758,49951,2.36,60.7,28.6,10.7,129592,1.46,1.51,1.44,Republican
16790,39.5,10.1,12.3,16250,6040,2.4,69.2,15,15.8,69147,-0.13,0,1.88,Republican
25184,41.6,9.9,14.4,18097,10292,2.42,70.5,18.1,11.4,99801,1.02,1.15,1.46,Republican
1679172,33.4,24.5,8.7,22067,586111,2.8,55.4,36.5,8.1,102245,1.63,1.65,1.86,Democrat
2449107,32.4,26.8,9.6,26188,871920,2.77,46.8,43.9,9.3,109444,0.79,0.69,2.13,Democrat
9967,32.8,10.3,14.4,11509,3282,3,53.8,20.8,25.4,39371,-0.2,-0.1,2.1,Democrat
12076,34.2,10.4,13,13154,4029,2.82,56,13.9,30.1,36717,-0.95,-0.91,2.45,Democrat
765357,30.8,18.9,11.1,15911,240237,3.13,56.8,34.2,9,100502,0.79,0.88,1.93,Democrat
764406,28.5,15.2,12.5,11769,216797,3.5,57.7,23.2,19.1,65351,1.9,2.02,2.33,Democrat
41468,33.3,12.5,8.6,14236,13808,2.97,63,21.2,15.8,61999,0.27,0.32,1.75,Democrat
5903,34.5,7.7,9.3,12402,1851,2.85,51.6,19.3,29.1,37449,-0.57,-0.57,2.42,Democrat
53785,28.7,10.8,10.9,9824,14985,3.58,56.4,26.6,17,71920,0.88,0.92,2.3,Democrat
63945,27.2,8.4,21,7908,17475,3.64,62.7,17,20.3,61479,0.9,0.99,2.31,Democrat
248863,27.5,16.2,10.6,12606,66092,3.71,57.8,31.6,10.6,94590,1.72,1.78,1.94,Democrat
56907,36.5,12.9,10,17267,16410,2.56,61,22.7,16.3,83474,0.11,0.19,1.98,Republican
14169,35.3,14.1,9.2,17519,5098,2.76,67.4,18.9,13.7,60355,1.47,1.57,1.92,Republican
2194,44.3,22.6,5,19651,814,2.59,66.4,18.4,15.2,77889,0.12,0.1,1.35,Republican
6319,36.3,9.5,9.3,15178,2264,2.77,55.7,23.3,21,49354,-0.5,-0.47,2.01,Republican
20991,45.3,21.2,7.1,22019,8299,2.51,58.7,12.9,28.4,117472,0.87,0.85,1.76,Republican
3763,47.7,13.9,5.3,17209,1635,2.26,41.4,16.7,42,47500,-0.94,-0.96,1.92,Republican
32888,32,13.6,10.6,15106,9143,2.71,51.3,27.8,20.9,64085,-0.05,0,1.85,Republican
300688,30.3,21.9,8.7,21281,107560,2.71,48.8,40,11.2,107049,2.57,2.65,1.72,Republican
698,43.8,21.6,1,21412,291,2.4,44.6,16,39.4,66842,-0.55,-0.42,0.48,Republican
94832,38.3,18,9.8,19605,34734,2.54,60.6,26.2,13.2,76698,0.66,0.68,1.76,Republican
1658,41.6,18,5.3,16778,672,2.47,49.6,15.4,35,43372,-0.81,-0.79,1.65,Republican
38784,39.9,16.9,8.7,18649,14879,2.47,55.7,22.5,21.8,70431,0.23,0.25,1.83,Republican
45490,43.5,19.4,5.5,21772,17361,2.56,63.8,18.6,17.7,149839,1.73,1.72,1.68,Republican
20922,37.1,13.7,10.9,18583,7545,2.75,50.1,19.4,30.5,65856,-0.07,-0.06,1.61,Republican
13612,43.5,13.7,6.9,17619,5372,2.52,64.7,16.4,18.9,68617,0.24,0.26,1.61,Republican
10913,44.3,15.5,7.3,19357,4319,2.51,68.1,15.1,16.8,59943,-0.52,-0.46,1.41,Republican
8637,45.6,13.4,8.4,17729,3631,2.33,50.9,18.8,30.4,47085,-0.53,-0.53,2.22,Republican
810069,34.8,47.7,7.1,44826,296469,2.72,63.5,29.6,6.9,218063,3.45,3.43,2.17,Republican
3037,43.2,15.8,4.4,17525,1218,2.45,55.5,16.4,28.1,48778,-0.45,-0.46,2.25,Republican
